address,price,details,bedrooms,bathrooms,category,city
"7293 Shallford Rd, Mississauga, ON L4T 2P8",799900.0,3 bds3 ba- House for sale,3.0,3.0,House,Mississauga
"4802 Dovehouse Dr, Mississauga, ON L5M 7K6",969900.0,3 bds3 ba- House for sale,3.0,3.0,House,Mississauga
"3591 Rainpark Ct, Mississauga, ON L5M 6X6",1199900.0,4 bds4 ba- House for sale,4.0,4.0,House,Mississauga
"3148 Cantelon Cres, Mississauga, ON L5N 3J8",799900.0,3 bds3 ba- House for sale,3.0,3.0,House,Mississauga
"5060 Four Springs Ave #9, Mississauga, ON L5R 0E9",995000.0,3 bds4 ba- Townhouse for sale,3.0,4.0,Townhouse,Mississauga
"2020 Aldermead Rd, Mississauga, ON L5M 3A7",1417788.0,4 bds4 ba- House for sale,4.0,4.0,House,Mississauga
"233 Church St, Mississauga, ON L5M 1N1",1098000.0,"3 bds4 ba2,954 sqft- Townhouse for sale",3.0,4.0,Townhouse,Mississauga
"1900 The Collegeway #1501, Mississauga, ON L5L 5Y8",1695000.0,2 bds3 ba- Condo for sale,2.0,3.0,Condo,Mississauga
"5055 Heatherleigh Ave #59, Mississauga, ON L5V 2R6",859900.0,3 bds3 ba- Townhouse for sale,3.0,3.0,Townhouse,Mississauga
"3333 Snowball Rd, Mississauga, ON L5N 7M7",885000.0,3 bds4 ba- House for sale,3.0,4.0,House,Mississauga
"2059 Shawanaga Trl, Mississauga, ON L5H 3Z3",2699900.0,4 bds6 ba- House for sale,4.0,6.0,House,Mississauga
"4080 Living Arts Dr #1906, Mississauga, ON L5B 4N3",499000.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Mississauga
"7395 Jaysnest Rd, Mississauga, ON L5N 8J3",858000.0,3 bds3 ba- House for sale,3.0,3.0,House,Mississauga
"3054 Patrick Cres, Mississauga, ON L5N 3G5",819900.0,"3 bds-- ba1,300 sqft- House for sale",3.0,,House,Mississauga
"1304 Granrock Cres, Mississauga, ON L5V 0E1",849000.0,3 bds3 ba- Townhouse for sale,3.0,3.0,Townhouse,Mississauga
"7229 Bendigo Cir, Mississauga, ON L5N 1Z4",719500.0,3 bds2 ba- House for sale,3.0,2.0,House,Mississauga
"3950 Erin Centre Blvd #70, Mississauga, ON L5M 0A6",849000.0,3 bds3 ba- Townhouse for sale,3.0,3.0,Townhouse,Mississauga
"2520 Eglinton Ave W #705, Mississauga, ON L5M 0Y4",799000.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Mississauga
"5621 Raleigh St, Mississauga, ON L5M 7E4",899900.0,"3 bds3 ba1,578 sqft- House for sale",3.0,3.0,House,Mississauga
"6630 Blackheath Rdg, Mississauga, ON L5W 1Z7",899900.0,3 bds4 ba- House for sale,3.0,4.0,House,Mississauga
"670 Eversley Dr, Mississauga, ON L5A 2C9",979000.0,"3 bds2 ba3,177 sqft- House for sale",3.0,2.0,House,Mississauga
"6585 10th Line W, Mississauga, ON L5N 5L2",1300000.0,5 bds4 ba- House for sale,5.0,4.0,House,Mississauga
"162 Chalfield Ln, Mississauga, ON L4Z 1L3",1050000.0,4 bds4 ba- House for sale,4.0,4.0,House,Mississauga
"2431 Padstow Cres, Mississauga, ON L5J 2G2",849900.0,3 bds2 ba- House for sale,3.0,2.0,House,Mississauga
"3076 Dover Cres, Mississauga, ON L5L 5V3",1150000.0,"4 bds4 ba3,904 sqft- House for sale",4.0,4.0,House,Mississauga
"5260 Mcfarren Blvd #17, Mississauga, ON L5M 7J2",800000.0,3 bds3 ba- Townhouse for sale,3.0,3.0,Townhouse,Mississauga
"2934 Oslo Cres, Mississauga, ON L5N 1Z9",850000.0,3 bds4 ba- House for sale,3.0,4.0,House,Mississauga
"3554 Nutcracker Dr, Mississauga, ON L5N 6G2",900000.0,3 bds4 ba- House for sale,3.0,4.0,House,Mississauga
"579 Garden Walk, Mississauga, ON L5W 1W1",849000.0,3 bds4 ba- House for sale,3.0,4.0,House,Mississauga
"3260 Britannia Rd W, Mississauga, ON L5M 6T3",999000.0,6 bds4 ba- House for sale,6.0,4.0,House,Mississauga
"562 Feathergrasss Cres, Mississauga, ON L4Z 3Y5",1699000.0,4 bds6 ba- House for sale,4.0,6.0,House,Mississauga
"4136 Teakwood Dr, Mississauga, ON L5C 3L7",799000.0,4 bds3 ba- House for sale,4.0,3.0,House,Mississauga
"3910 Coachman Cir, Mississauga, ON L5M 6R3",699000.0,3 bds4 ba- Townhouse for sale,3.0,4.0,Townhouse,Mississauga
"3600 Colonial Dr #122, Mississauga, ON L5L 5P5",699000.0,3 bds3 ba- Condo for sale,3.0,3.0,Condo,Mississauga
"898 Parkland Ave, Mississauga, ON L5H 3H1",3280000.0,5 bds5 ba- House for sale,5.0,5.0,House,Mississauga
"821 Millworks Cres, Mississauga, ON L5V 0E7",899000.0,3 bds4 ba- Townhouse for sale,3.0,4.0,Townhouse,Mississauga
"1300 Bloor St W #2401, Mississauga, ON L4Y 3Z2",559900.0,"1 bd1 ba1,110 sqft- Condo for sale",1.0,1.0,Condo,Mississauga
"3844 Lacman Trl, Mississauga, ON L5M 6X8",1385000.0,4 bds3 ba- House for sale,4.0,3.0,House,Mississauga
"3415 Cherrington Cres, Mississauga, ON L5L 5B8",998000.0,"5 bds4 ba2,100 sqft- House for sale",5.0,4.0,House,Mississauga
"75 Eglinton Ave W #509, Mississauga, ON L5R 0E5",659000.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Mississauga
"3345 Burdock Pl, Mississauga, ON L5A 4B7",799000.0,3 bds2 ba- House for sale,3.0,2.0,House,Mississauga
"2779 Gananoque Dr #86, Mississauga, ON L5N 2E4",599000.0,3 bds2 ba- Townhouse for sale,3.0,2.0,Townhouse,Mississauga
"966 Inverhouse Dr #109, Mississauga, ON L5J 4B6",489000.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Mississauga
"5119 Preservation Cir, Mississauga, ON L5M 7T4",1999999.0,4 bds4 ba- House for sale,4.0,4.0,House,Mississauga
"4232 Greybrook Cres, Mississauga, ON L4W 3G7",1349000.0,"3 bds4 ba2,457 sqft- House for sale",3.0,4.0,House,Mississauga
"265 Enfield Pl UNIT 609, Mississauga, ON L5B 3Y7",525000.0,2 bds2 ba990 sqft- Condo for sale,2.0,2.0,Condo,Mississauga
"5950 Glen Erin Dr #2, Mississauga, ON L5M 6J1",769999.0,3 bds3 ba- Townhouse for sale,3.0,3.0,Townhouse,Mississauga
"50 Eglinton Ave W #1405, Mississauga, ON L5R 3P5",499405.0,Studio1 ba855 sqft- Condo for sale,,1.0,Condo,Mississauga
"2574 Oshkin Ct, Mississauga, ON L5N 3Z3",1499000.0,3 bds4 ba- House for sale,3.0,4.0,House,Mississauga
"7619 Wildfern Dr, Mississauga, ON L4T 3P7",799900.0,4 bds3 ba- House for sale,4.0,3.0,House,Mississauga
"6644 Mockingbird Ln, Mississauga, ON L5N 5J9",1199900.0,"5 bds4 ba2,130 sqft- House for sale",5.0,4.0,House,Mississauga
"4889 Kimbermount Ave #803, Mississauga, ON L5M 7R9",549000.0,2 bds2 ba895 sqft- Condo for sale,2.0,2.0,Condo,Mississauga
"189 Louis Dr, Mississauga, ON L5B 2V5",1350000.0,4 bds4 ba- House for sale,4.0,4.0,House,Mississauga
"35 Trailwood Dr #513, Mississauga, ON L4Z 3L6",475888.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Mississauga
"1919 Aldermead Rd, Mississauga, ON L5M 3A1",1288888.0,4 bds4 ba- House for sale,4.0,4.0,House,Mississauga
"3145 Queen Frederica Dr #405, Mississauga, ON L4Y 3A7",399000.0,2 bds1 ba- Condo for sale,2.0,1.0,Condo,Mississauga
"1326 Northmount Ave, Mississauga, ON L5E 1Y5",1638000.0,4 bds4 ba- House for sale,4.0,4.0,House,Mississauga
"2170 Bromsgrove Rd #19, Mississauga, ON L5J 4J2",559900.0,2 bds2 ba- Townhouse for sale,2.0,2.0,Townhouse,Mississauga
"5172 Thornwood Dr, Mississauga, ON L4Z 0C4",1050000.0,"4 bds5 ba2,400 sqft- Townhouse for sale",4.0,5.0,Townhouse,Mississauga
"6066 Fullerton Cres, Mississauga, ON L5N 3A4",789900.0,4 bds2 ba940 sqft- House for sale,4.0,2.0,House,Mississauga
"3197 Lednier Ter, Mississauga, ON L4Y 3Z7",1049900.0,"4 bds2 ba2,900 sqft- House for sale",4.0,2.0,House,Mississauga
"2215 Camilla Rd, Mississauga, ON L5A 2K2",1249900.0,3 bds2 ba- House for sale,3.0,2.0,House,Mississauga
"1300 Bloor St #207, Mississauga, ON L4Y 3Z2",998000.0,3 bds2 ba- Condo for sale,3.0,2.0,Condo,Mississauga
"349 Rathburn Rd W #1919, Mississauga, ON L5B 0K6",499000.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Mississauga
"6069 Featherhead Cres, Mississauga, ON L5N 2B5",769900.0,4 bds2 ba- House for sale,4.0,2.0,House,Mississauga
"55 Kingsbridge Garden Cir #1606, Mississauga, ON L5R 1Y1",799900.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Mississauga
"50 Absolute Ave #204, Mississauga, ON L4Z 0A8",478000.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Mississauga
"1535 Applewood Rd, Mississauga, ON L5E 2M2",1399000.0,4 bds2 ba- House for sale,4.0,2.0,House,Mississauga
"3137 Bentley Dr, Mississauga, ON L5M 6V8",899999.0,4 bds4 ba- House for sale,4.0,4.0,House,Mississauga
"6834 Yarrow Ave, Mississauga, ON L5N 6V1",1398888.0,5 bds4 ba- House for sale,5.0,4.0,House,Mississauga
"7529 Wildfern Dr, Mississauga, ON L4T 3P7",799900.0,3 bds2 ba- House for sale,3.0,2.0,House,Mississauga
"1021 Cedarglen Gate #23, Mississauga, ON L5C 3A7",799000.0,3 bds3 ba- Townhouse for sale,3.0,3.0,Townhouse,Mississauga
"5412 Bestview Way, Mississauga, ON L5M 0B8",1518000.0,4 bds4 ba- House for sale,4.0,4.0,House,Mississauga
"6080 Fullerton Cres, Mississauga, ON L5N 3A4",749000.0,3 bds4 ba- House for sale,3.0,4.0,House,Mississauga
"3580 Brandon Gate Dr, Mississauga, ON L4T 3E2",899900.0,3 bds2 ba- House for sale,3.0,2.0,House,Mississauga
"1394 Trotwood Ave, Mississauga, ON L5G 3Z6",1599800.0,4 bds3 ba- House for sale,4.0,3.0,House,Mississauga
"605 Shoreline Dr #13, Mississauga, ON L5B 4K3",449786.0,1 bd1 ba- Townhouse for sale,1.0,1.0,Townhouse,Mississauga
"388 Prince Of Wales Dr #2202, Mississauga, ON L5B 0A1",669000.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Mississauga
"2155 Burnhamthorpe Rd W #1004, Mississauga, ON L5L 5P4",649000.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Mississauga
"1494 Kenmuir Ave, Mississauga, ON L5G 4B5",3189850.0,"5 bds5 ba3,235 sqft- House for sale",5.0,5.0,House,Mississauga
"1819 Matena Ave, Mississauga, ON L5J 1G2",1285000.0,4 bds3 ba- House for sale,4.0,3.0,House,Mississauga
"425 Searles Ct, Mississauga, ON L5R 2C6",1599000.0,4 bds4 ba- House for sale,4.0,4.0,House,Mississauga
"1 Elm Dr W #606, Mississauga, ON L5B 4M1",509900.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Mississauga
"3526 Credit Woodlands, Mississauga, ON L5C 2K6",999800.0,3 bds2 ba- House for sale,3.0,2.0,House,Mississauga
"1693 Willow Way, Mississauga, ON L5M 3W5",1199900.0,4 bds3 ba- House for sale,4.0,3.0,House,Mississauga
"1328 Cawthra Rd, Mississauga, ON L5G 4K9",899000.0,4 bds2 ba- House for sale,4.0,2.0,House,Mississauga
"3170 Kirwin Ave #1101, Mississauga, ON L5A 3R1",449900.0,"3 bds2 ba1,363 sqft- Condo for sale",3.0,2.0,Condo,Mississauga
"3455 Morning Star Dr #217, Mississauga, ON L4T 3T9",469900.0,3 bds2 ba- Condo for sale,3.0,2.0,Condo,Mississauga
"4090 Living Arts Dr UNIT 2511, Mississauga, ON L5B 4M8",575000.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Mississauga
"2895 Hazelton Pl #6, Mississauga, ON L5M 0S4",849999.0,3 bds3 ba- Townhouse for sale,3.0,3.0,Townhouse,Mississauga
"1387 Indian Rd, Mississauga, ON L5H 1S5",4899900.0,5 bds7 ba- House for sale,5.0,7.0,House,Mississauga
"1050 Stainton Dr #307, Mississauga, ON L5C 2T7",499000.0,"3 bds2 ba1,200 sqft- Condo for sale",3.0,2.0,Condo,Mississauga
"3083 Cawthra Rd UNIT 24, Mississauga, ON L5A 2X4",659990.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Mississauga
"3358 Lehigh Cres, Mississauga, ON L4T 1W8",994000.0,5 bds3 ba- House for sale,5.0,3.0,House,Mississauga
"4431 Wakefield Cres, Mississauga, ON L5C 4N6",949000.0,4 bds2 ba- House for sale,4.0,2.0,House,Mississauga
"2079 The College Way #28, Mississauga, ON L5L 3M1",725000.0,5 bds3 ba- Condo for sale,5.0,3.0,Condo,Mississauga
"7012 Hickling Cres, Mississauga, ON L5N 5A5",1149900.0,3 bds4 ba- House for sale,3.0,4.0,House,Mississauga
"3639 Anniversary Rd, Mississauga, ON L5C 2G2",899000.0,3 bds2 ba- House for sale,3.0,2.0,House,Mississauga
"4950 Albina Way #24, Mississauga, ON L4Z 4J6",799999.0,3 bds4 ba- Townhouse for sale,3.0,4.0,Townhouse,Mississauga
"851 Stonebridge Ave, Mississauga, ON L5V 2L1",1099000.0,4 bds4 ba- House for sale,4.0,4.0,House,Mississauga
"7440 Goreway Dr #29, Mississauga, ON L4T 2V2",599000.0,4 bds3 ba- Condo for sale,4.0,3.0,Condo,Mississauga
"23 Peter St S #25, Mississauga, ON L5H 2G3",2990000.0,"5 bds4 ba2,540 sqft- House for sale",5.0,4.0,House,Mississauga
"360 Square One Dr #2510, Mississauga, ON L5B 0E6",499000.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Mississauga
"3722 Densbury Dr, Mississauga, ON L5N 6Z1",1499000.0,"5 bds4 ba3,260 sqft- House for sale",5.0,4.0,House,Mississauga
"3321 Bobwhite Mews, Mississauga, ON L5N 6E9",790000.0,3 bds3 ba- Townhouse for sale,3.0,3.0,Townhouse,Mississauga
"180 Mississauga Valley Blvd #36, Mississauga, ON L5A 3M2",780000.0,5 bds3 ba- Townhouse for sale,5.0,3.0,Townhouse,Mississauga
"5474 Bestview Way, Mississauga, ON L5M 0B1",1599000.0,4 bds4 ba- House for sale,4.0,4.0,House,Mississauga
"2738 Council Ring Rd, Mississauga, ON L5L 1W2",1099999.0,3 bds2 ba- House for sale,3.0,2.0,House,Mississauga
"4404 Credit Pointe Dr, Mississauga, ON L5M 3M9",1995000.0,5 bds5 ba- House for sale,5.0,5.0,House,Mississauga
"810 Scollard Ct #808, Mississauga, ON L5V 0A4",530000.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Mississauga
"3100 Kirwin Ave #2808, Mississauga, ON L5A 3S6",555888.0,3 bds2 ba- Condo for sale,3.0,2.0,Condo,Mississauga
"6679 Shelter Bay Rd #42, Mississauga, ON L5N 2A2",739900.0,3 bds3 ba- Townhouse for sale,3.0,3.0,Townhouse,Mississauga
"50 Absolute Ave #706, Mississauga, ON L4Z 0A8",499000.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Mississauga
"1359 Rathburn Rd E #1612, Mississauga, ON L4W 5P7",499900.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Mississauga
"3792 Wyewood Rd, Mississauga, ON L4T 2A2",899000.0,3 bds2 ba- House for sale,3.0,2.0,House,Mississauga
"5849 Evenstarr Ct, Mississauga, ON L5M 4V4",1399000.0,4 bds4 ba- House for sale,4.0,4.0,House,Mississauga
"3170 Kirwin Ave, Mississauga, ON L5A 3R1",449900.0,"3 bds2 ba1,363 sqft- Condo for sale",3.0,2.0,Condo,Mississauga
"3188 Windwood Dr, Mississauga, ON L5N 2N4",1125000.0,"4 bds3 ba1,490 sqft- House for sale",4.0,3.0,House,Mississauga
"4070 Confederation Pkwy #1504, Mississauga, ON L5B 0E9",644900.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Mississauga
"3969 Selkirk Pl, Mississauga, ON L5L 3L5",1499000.0,4 bds3 ba- House for sale,4.0,3.0,House,Mississauga
"4975 Southampton Dr UNIT 352, Mississauga, ON L5M 8E5",590000.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Mississauga
"814 Calder Rd, Mississauga, ON L5J 2N5",2588000.0,4 bds5 ba- House for sale,4.0,5.0,House,Mississauga
"350 Webb Dr #1001, Mississauga, ON L5B 3W4",599900.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Mississauga
"3812 Laurenclaire Dr, Mississauga, ON L5N 7H1",889900.0,3 bds3 ba- House for sale,3.0,3.0,House,Mississauga
"3170 Kirwin Ave #901, Mississauga, ON L5A 3R1",499000.0,3 bds2 ba- Condo for sale,3.0,2.0,Condo,Mississauga
"1001 Cedarglen Gate #401, Mississauga, ON L5C 4R2",489900.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Mississauga
"2540 Privet Cres, Mississauga, ON L5B 2S4",1329000.0,5 bds4 ba- House for sale,5.0,4.0,House,Mississauga
"5958 Greensboro Dr #83, Mississauga, ON L5M 5Z9",749888.0,3 bds3 ba- Condo for sale,3.0,3.0,Condo,Mississauga
"1275 Underwood Dr, Mississauga, ON L4W 3M9",1329000.0,3 bds4 ba- House for sale,3.0,4.0,House,Mississauga
"2929 Aquitaine Ave #713, Mississauga, ON L5N 2C7",399800.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Mississauga
"5839 Raftsman Cv, Mississauga, ON L5M 6N9",980000.0,3 bds4 ba- House for sale,3.0,4.0,House,Mississauga
"650 Eaglemount Cres, Mississauga, ON L5C 1N9",1267777.0,3 bds3 ba- House for sale,3.0,3.0,House,Mississauga
"5283 Palmetto Pl, Mississauga, ON L5M 0C8",980000.0,3 bds3 ba- Townhouse for sale,3.0,3.0,Townhouse,Mississauga
"525 Novo Star Dr #16, Mississauga, ON L5W 1X8",769900.0,3 bds4 ba- Townhouse for sale,3.0,4.0,Townhouse,Mississauga
"1575 Lakeshore Rd W #239, Mississauga, ON L5J 0B1",1090000.0,2 bds3 ba- Condo for sale,2.0,3.0,Condo,Mississauga
"50 Elm Dr E UNIT 1009, Mississauga, ON L5A 3X2",559900.0,2 bds1 ba- Condo for sale,2.0,1.0,Condo,Mississauga
"685 Montbeck Cres, Mississauga, ON L5G 1P4",2389000.0,"4 bds5 ba4,530 sqft- House for sale",4.0,5.0,House,Mississauga
"60 Hanson Rd #23, Mississauga, ON L5B 2P6",749999.0,3 bds4 ba- Townhouse for sale,3.0,4.0,Townhouse,Mississauga
"1560 Lorne Wood Rd, Mississauga, ON L5H 3G3",3998888.0,5 bds7 ba- House for sale,5.0,7.0,House,Mississauga
"4455 Violet Rd, Mississauga, ON L5V 1K1",1098888.0,4 bds5 ba- House for sale,4.0,5.0,House,Mississauga
"4188 Trapper Cres, Mississauga, ON L5L 3A9",1090000.0,4 bds4 ba- House for sale,4.0,4.0,House,Mississauga
"325 Webb Dr #205, Mississauga, ON L5B 3Z9",579900.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Mississauga
"2188 Highriver Ct, Mississauga, ON L5H 3K4",1990000.0,4 bds3 ba- House for sale,4.0,3.0,House,Mississauga
"4085 Parkside Village Dr #707, Mississauga, ON L5B 0K2",659000.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Mississauga
"3888 Duke Of York Blvd #1430, Mississauga, ON L5B 4P5",489000.0,1 bd2 ba- Condo for sale,1.0,2.0,Condo,Mississauga
"3700 Kaneff Cres #205, Mississauga, ON L5A 4B8",518000.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Mississauga
"1300 Mississauga Valley Blvd #408, Mississauga, ON L5A 3S8",589900.0,3 bds2 ba- Condo for sale,3.0,2.0,Condo,Mississauga
"1018 Albertson Cres, Mississauga, ON L5H 3C7",3798800.0,4 bds5 ba- House for sale,4.0,5.0,House,Mississauga
"2480 Marisa Ct, Mississauga, ON L5K 2P3",1795000.0,4 bds5 ba- House for sale,4.0,5.0,House,Mississauga
"1863 Friar Tuck Ct, Mississauga, ON L5K 2L4",1989900.0,4 bds4 ba- House for sale,4.0,4.0,House,Mississauga
"5352 Marblewood Dr, Mississauga, ON L5V 2L9",989000.0,4 bds4 ba- House for sale,4.0,4.0,House,Mississauga
"225 Webb Dr #1010, Mississauga, ON L5B 4P2",629000.0,3 bds2 ba- Condo for sale,3.0,2.0,Condo,Mississauga
"50 Elm Dr #103, Mississauga, ON L5A 3X2",599000.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Mississauga
"4470 Tucana Ct #407, Mississauga, ON L5R 3K8",515000.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Mississauga
"7258 Frontier Rdg, Mississauga, ON L5N 7P9",899900.0,3 bds3 ba- House for sale,3.0,3.0,House,Mississauga
"717 Ashburnham Pl, Mississauga, ON L5C 3W5",849000.0,"5 bds3 ba1,269 sqft- House for sale",5.0,3.0,House,Mississauga
"8 Nahani Way #2403, Mississauga, ON L4Z 4K2",625000.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Mississauga
"50 Absolute Ave #3303, Mississauga, ON L4Z 0A8",599900.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Mississauga
"5035 Oscar Peterson Blvd #92, Mississauga, ON L5M 0P4",649000.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Mississauga
"930 Francine Cres, Mississauga, ON L5V 0E2",949900.0,4 bds4 ba- House for sale,4.0,4.0,House,Mississauga
"5245 Alicante St, Mississauga, ON L5V 1S9",999900.0,4 bds3 ba- House for sale,4.0,3.0,House,Mississauga
"2064 Waycross Cres, Mississauga, ON L5K 1H9",1259900.0,5 bds2 ba- House for sale,5.0,2.0,House,Mississauga
"4030 Parkside Village Dr #4, Mississauga, ON L5B 0K2",899000.0,3 bds3 ba- Townhouse for sale,3.0,3.0,Townhouse,Mississauga
"4640 Kimbermount Ave #607, Mississauga, ON L5M 5W6",588000.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Mississauga
"2608 Pinkwell Dr, Mississauga, ON L5K 2B4",1279900.0,3 bds2 ba- House for sale,3.0,2.0,House,Mississauga
"4470 Tucana Ct #1504, Mississauga, ON L5R 3K8",499999.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Mississauga
"1249 Indian Rd, Mississauga, ON L5H 1S2",1699900.0,3 bds3 ba- House for sale,3.0,3.0,House,Mississauga
"4099 Brickstone Mews #3302, Mississauga, ON L5B 0G2",509999.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Mississauga
"3081 Grenville Dr, Mississauga, ON L5A 2P6",999000.0,Studio-- ba- House for sale,,,House,Mississauga
"1865 Roy Ivor Cres, Mississauga, ON L5L 3N7",1599900.0,"4 bds4 ba2,850 sqft- House for sale",4.0,4.0,House,Mississauga
"1 Elm Dr E #2001, Mississauga, ON L5B 4M1",525000.0,1 bd2 ba725 sqft- Condo for sale,1.0,2.0,Condo,Mississauga
"310 Burnhamthorpe Rd W #2906, Mississauga, ON L5B 4P9",799900.0,3 bds2 ba- Condo for sale,3.0,2.0,Condo,Mississauga
"5140 Palomar Cres, Mississauga, ON L5R 2X1",1319800.0,3 bds6 ba- House for sale,3.0,6.0,House,Mississauga
"570 Lolita Gdns #217, Mississauga, ON L5A 0A1",519900.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Mississauga
"1638 Birchwood Dr, Mississauga, ON L5J 1T6",2588000.0,"5 bds4 ba2,868 sqft- House for sale",5.0,4.0,House,Mississauga
"3095 Cawthra Rd #303, Mississauga, ON L5A 2X4",589900.0,"3 bds1 ba1,155 sqft- Townhouse for sale",3.0,1.0,Townhouse,Mississauga
"1638 Stonehaven Dr, Mississauga, ON L5J 1E9",1688000.0,-- sqft lot- Lot / Land for sale,,,Unknown,Mississauga
"3605 Kariya Dr #311, Mississauga, ON L5B 3J4",551000.0,"2 bds2 ba1,133 sqft- Condo for sale",2.0,2.0,Condo,Mississauga
"2440 Bromsgrove Rd #118, Mississauga, ON L5J 4J7",699900.0,3 bds2 ba- Condo for sale,3.0,2.0,Condo,Mississauga
"588 Rapids Ln, Mississauga, ON L5G 0A9",2298000.0,3 bds5 ba- Townhouse for sale,3.0,5.0,Townhouse,Mississauga
"483 Faith Dr PENTHOUSE 7, Mississauga, ON L5R 0A1",579900.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Mississauga
"4470 Tucana Ct #207, Mississauga, ON L5R 3K8",559900.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Mississauga
"310 Burnhamthorpe Rd W #1710, Mississauga, ON L5B 4P9",599900.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Mississauga
"2899 Westbury Ct, Mississauga, ON L5M 6B2",879900.0,3 bds2 ba- House for sale,3.0,2.0,House,Mississauga
"516 Indian Rd, Mississauga, ON L5H 1P8",6699997.0,5 bds6 ba- House for sale,5.0,6.0,House,Mississauga
"35 Suburban Dr, Mississauga, ON L5N 1G7",1288000.0,3 bds3 ba- House for sale,3.0,3.0,House,Mississauga
"5951 Mersey St, Mississauga, ON L5V 1W1",1199000.0,4 bds4 ba- House for sale,4.0,4.0,House,Mississauga
"1617 Camelford Rd, Mississauga, ON L5J 3E2",2688000.0,"6 bds4 ba4,423 sqft- House for sale",6.0,4.0,House,Mississauga
"7056 Gaslamp Walk, Mississauga, ON L5W 1A5",2299999.0,"5 bds4 ba3,617 sqft- House for sale",5.0,4.0,House,Mississauga
"1177 Whiteoaks Ave, Mississauga, ON L5J 3B6",4888000.0,"5 bds6 ba5,250 sqft- House for sale",5.0,6.0,House,Mississauga
"2275 Doulton Dr, Mississauga, ON L5H 3M2",45000000.0,7 bds14 ba- House for sale,7.0,14.0,House,Mississauga
"937 Goodwin Rd, Mississauga, ON L5G 4J9",2999900.0,"5 bds6 ba4,925 sqft- House for sale",5.0,6.0,House,Mississauga
"50 Port St E PENTHOUSE 1, Mississauga, ON L5G 1C1",2495000.0,"2 bds3 ba2,100 sqft- Condo for sale",2.0,3.0,Condo,Mississauga
"3494 Loyalist Dr, Mississauga, ON L5L 4W8",1399888.0,"6 bds4 ba2,626 sqft- House for sale",6.0,4.0,House,Mississauga
"40 Lake St, Mississauga, ON L5H 1A1",2999900.0,"4 bds4 ba4,038 sqft- House for sale",4.0,4.0,House,Mississauga
"1848 Balsam Ave, Mississauga, ON L5J 1L2",2490000.0,"5 bds6 ba4,200 sqft- House for sale",5.0,6.0,House,Mississauga
"3085 Prentiss Rd, Mississauga, ON L5L 3W7",1499999.0,4 bds4 ba- House for sale,4.0,4.0,House,Mississauga
"1461 Safeway Cres, Mississauga, ON L4X 1H8",1229000.0,"4 bds3 ba2,000 sqft- House for sale",4.0,3.0,House,Mississauga
"1665 The Collegeway #1405, Mississauga, ON L5L 0A9",540000.0,2 bds2 ba942 sqft- Condo for sale,2.0,2.0,Condo,Mississauga
"1538 Edencrest Dr, Mississauga, ON L5E 0A5",2295000.0,5 bds6 ba- House for sale,5.0,6.0,House,Mississauga
"25 Fairview Rd W #205, Mississauga, ON L5B 3Y8",499000.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Mississauga
"1333 Bloor St #515, Mississauga, ON L4Y 3T6",649000.0,"2 bds1 ba1,070 sqft- Condo for sale",2.0,1.0,Condo,Mississauga
