address,price,details,bedrooms,bathrooms,category,city
"Laverick A Plan, Ivy Ridge",1029990.0,"4 bds4 ba3,002 sqft- New construction",4.0,4.0,New Construction,Ivy Ridge
"7 Houghton Ct, Whitby, ON L1N 8G9",899900.0,3 bds4 ba- House for sale,3.0,4.0,House,Whitby
"59 Marcel Brunelle Dr, Whitby, ON L1P 0G6",1310000.0,4 bds4 ba- House for sale,4.0,4.0,House,Whitby
"2 Muir Cres, Whitby, ON L1P 1B6",850000.0,3 bds2 ba- House for sale,3.0,2.0,House,Whitby
"Havelock D Plan, Ivy Ridge",864990.0,"2 bds3 ba1,949 sqft- New construction",2.0,3.0,New Construction,Ivy Ridge
"190 Westfield Dr, Whitby, ON L1P 0G2",1029900.0,4 bds3 ba- House for sale,4.0,3.0,House,Whitby
"Tinsley D Plan, Ivy Ridge",1074990.0,"4 bds4 ba3,564 sqft- New construction",4.0,4.0,New Construction,Ivy Ridge
"25 Glenmount Ct, Whitby, ON L1N 5M7",800000.0,3 bds3 ba- House for sale,3.0,3.0,House,Whitby
"Tinsley A Plan, Ivy Ridge",1059990.0,"4 bds4 ba3,549 sqft- New construction",4.0,4.0,New Construction,Ivy Ridge
"10 Seaboard Gate, Whitby, ON L1N 9P7",1099900.0,2 bds3 ba- House for sale,2.0,3.0,House,Whitby
"Lockton A Plan, Ivy Ridge",1039990.0,"4 bds4 ba3,067 sqft- New construction",4.0,4.0,New Construction,Ivy Ridge
"75 Wimbledon Ct, Whitby, ON L1P 0B7",1149000.0,4 bds3 ba- House for sale,4.0,3.0,House,Whitby
"87 Donald Fleming Way #1, Whitby, ON L1R 0N8",789999.0,3 bds3 ba- Townhouse for sale,3.0,3.0,Townhouse,Whitby
"Saxon D Plan, Ivy Ridge",944990.0,"4 bds3 ba2,504 sqft- New construction",4.0,3.0,New Construction,Ivy Ridge
"Argyle D Plan, Ivy Ridge",909990.0,"2 bds3 ba1,696 sqft- New construction",2.0,3.0,New Construction,Ivy Ridge
"Summerfield D Plan, Ivy Ridge",1099990.0,"4 bds4 ba3,591 sqft- New construction",4.0,4.0,New Construction,Ivy Ridge
"Clevedon A Plan, Ivy Ridge",819990.0,"3 bds3 ba1,709 sqft- New construction",3.0,3.0,New Construction,Ivy Ridge
"8875 Baldwin St N, Whitby, ON L0B 1A0",1099999.0,3 bds2 ba- House for sale,3.0,2.0,House,Whitby
"387 Prince Of Wales Dr, Whitby, ON L1N 6P3",675000.0,2 bds2 ba- House for sale,2.0,2.0,House,Whitby
"13 Bluegill Cres, Whitby, ON L1P 0E4",799000.0,3 bds3 ba- Townhouse for sale,3.0,3.0,Townhouse,Whitby
"Ripley B Plan, Ivy Ridge",899990.0,"3 bds3 ba2,428 sqft- New construction",3.0,3.0,New Construction,Ivy Ridge
"24 Donald Fleming Way, Whitby, ON L1R 0N8",789000.0,3 bds3 ba- Condo for sale,3.0,3.0,Condo,Whitby
"65 Wetherburn Dr, Whitby, ON L1P 1M8",1499900.0,5 bds4 ba- House for sale,5.0,4.0,House,Whitby
"The Landing At Whitby Harbour, Whitby, ON L1N 1B9",460000.0,Studio-- ba- Condo for sale,,,Condo,Whitby
"55 Kantium Way, Whitby, ON L1N 0L4",789900.0,3 bds3 ba- Townhouse for sale,3.0,3.0,Townhouse,Whitby
"112 Braebrook Dr, Whitby, ON L1R 0M9",899000.0,4 bds3 ba- House for sale,4.0,3.0,House,Whitby
"Wentworth D Plan, Ivy Ridge",1100990.0,"4 bds4 ba3,688 sqft- New construction",4.0,4.0,New Construction,Ivy Ridge
"Kendalwood D Plan, Ivy Ridge",995990.0,"4 bds4 ba3,205 sqft- New construction",4.0,4.0,New Construction,Ivy Ridge
"44 Elder Cres, Whitby, ON L1M 2H7",1099900.0,4 bds4 ba- House for sale,4.0,4.0,House,Whitby
"Welton D Plan, Ivy Ridge",944990.0,"4 bds4 ba2,701 sqft- New construction",4.0,4.0,New Construction,Ivy Ridge
"LOT 258 Ogston Cres, Whitby, ON L1P 0H2",1349000.0,4 bds4 ba- House for sale,4.0,4.0,House,Whitby
"4 Lyndhurst Cres, Whitby, ON L1R 1E4",1750000.0,5 bds5 ba- House for sale,5.0,5.0,House,Whitby
"Summerfield B Plan, Ivy Ridge",1074990.0,"4 bds4 ba3,618 sqft- New construction",4.0,4.0,New Construction,Ivy Ridge
"Highbury Gdns, Whitby, ON L1N 2J4",930000.0,Studio-- ba- House for sale,,,House,Whitby
"Lyndebrook B Plan, Ivy Ridge",1022990.0,"4 bds4 ba3,467 sqft- New construction",4.0,4.0,New Construction,Ivy Ridge
"Lockton D Plan, Ivy Ridge",1064990.0,"4 bds4 ba3,054 sqft- New construction",4.0,4.0,New Construction,Ivy Ridge
"8 Emmett Pl, Whitby, ON L1R 2B4",1199000.0,4 bds4 ba- House for sale,4.0,4.0,House,Whitby
"Oakley A Plan, Ivy Ridge",895990.0,"4 bds3 ba2,374 sqft- New construction",4.0,3.0,New Construction,Ivy Ridge
"19 Shepherd Rd, Whitby, ON L1M 1G8",1899000.0,7 bds5 ba- House for sale,7.0,5.0,House,Whitby
"Micklebe B Plan, Ivy Ridge",1059990.0,"4 bds4 ba3,265 sqft- New construction",4.0,4.0,New Construction,Ivy Ridge
"Winchester D Plan, Ivy Ridge",986990.0,"4 bds4 ba2,998 sqft- New construction",4.0,4.0,New Construction,Ivy Ridge
"Brookside B Plan, Ivy Ridge",804990.0,"2 bds2 ba1,337 sqft- New construction",2.0,2.0,New Construction,Ivy Ridge
"Belmont D Plan, Ivy Ridge",969990.0,"3 bds3 ba2,691 sqft- New construction",3.0,3.0,New Construction,Ivy Ridge
"Welton B Plan, Ivy Ridge",929990.0,"4 bds4 ba2,692 sqft- New construction",4.0,4.0,New Construction,Ivy Ridge
"Tinsley B Plan, Ivy Ridge",1069990.0,"4 bds4 ba3,562 sqft- New construction",4.0,4.0,New Construction,Ivy Ridge
"Drake A Plan, Ivy Ridge",1014990.0,"4 bds4 ba2,794 sqft- New construction",4.0,4.0,New Construction,Ivy Ridge
"Leith A Plan, Ivy Ridge",869990.0,"2 bds3 ba2,173 sqft- New construction",2.0,3.0,New Construction,Ivy Ridge
"Ripley D Plan, Ivy Ridge",909990.0,"3 bds3 ba2,422 sqft- New construction",3.0,3.0,New Construction,Ivy Ridge
"Oakley D Plan, Ivy Ridge",905990.0,"4 bds3 ba2,358 sqft- New construction",4.0,3.0,New Construction,Ivy Ridge
"Wentworth B Plan, Ivy Ridge",1095990.0,"10 bds4 ba3,675 sqft- New construction",10.0,4.0,New Construction,Ivy Ridge
"Brookside A Plan, Ivy Ridge",789990.0,"2 bds2 ba1,337 sqft- New construction",2.0,2.0,New Construction,Ivy Ridge
"Argyle B Plan, Ivy Ridge",889990.0,"2 bds3 ba1,696 sqft- New construction",2.0,3.0,New Construction,Ivy Ridge
"Oakley B Plan, Ivy Ridge",895990.0,"4 bds3 ba2,365 sqft- New construction",4.0,3.0,New Construction,Ivy Ridge
"Kendalwood B Plan, Ivy Ridge",993990.0,"4 bds4 ba3,197 sqft- New construction",4.0,4.0,New Construction,Ivy Ridge
"Clevedon B Plan, Ivy Ridge",829990.0,"3 bds3 ba1,721 sqft- New construction",3.0,3.0,New Construction,Ivy Ridge
"Havelock B Plan, Ivy Ridge",859990.0,"3 bds3 ba1,951 sqft- New construction",3.0,3.0,New Construction,Ivy Ridge
"Leith B Plan, Ivy Ridge",869990.0,"4 bds3 ba2,163 sqft- New construction",4.0,3.0,New Construction,Ivy Ridge
"Drake D Plan, Ivy Ridge",1034990.0,"4 bds4 ba2,794 sqft- New construction",4.0,4.0,New Construction,Ivy Ridge
"Lyndebrook D Plan, Ivy Ridge",1026990.0,"4 bds4 ba3,475 sqft- New construction",4.0,4.0,New Construction,Ivy Ridge
"Rosemount B Plan, Ivy Ridge",919990.0,"4 bds3 ba2,571 sqft- New construction",4.0,3.0,New Construction,Ivy Ridge
"Winchester B Plan, Ivy Ridge",969990.0,"4 bds4 ba3,003 sqft- New construction",4.0,4.0,New Construction,Ivy Ridge
"Drake B Plan, Ivy Ridge",1029990.0,"4 bds4 ba2,810 sqft- New construction",4.0,4.0,New Construction,Ivy Ridge
"Saxon B Plan, Ivy Ridge",919990.0,"4 bds3 ba2,509 sqft- New construction",4.0,3.0,New Construction,Ivy Ridge
"Micklebe A Plan, Ivy Ridge",1049990.0,"4 bds4 ba3,258 sqft- New construction",4.0,4.0,New Construction,Ivy Ridge
"Rosemount A Plan, Ivy Ridge",919990.0,"4 bds3 ba2,569 sqft- New construction",4.0,3.0,New Construction,Ivy Ridge
"Winchester A Plan, Ivy Ridge",964990.0,"4 bds4 ba2,981 sqft- New construction",4.0,4.0,New Construction,Ivy Ridge
"Lyndebrook A Plan, Ivy Ridge",1019990.0,"4 bds4 ba3,474 sqft- New construction",4.0,4.0,New Construction,Ivy Ridge
"Lockton B Plan, Ivy Ridge",1039990.0,"4 bds4 ba3,084 sqft- New construction",4.0,4.0,New Construction,Ivy Ridge
"Micklebe D Plan, Ivy Ridge",1074990.0,"4 bds4 ba3,262 sqft- New construction",4.0,4.0,New Construction,Ivy Ridge
"Ripley A Plan, Ivy Ridge",899990.0,"3 bds3 ba2,427 sqft- New construction",3.0,3.0,New Construction,Ivy Ridge
"Laverick B Plan, Ivy Ridge",1044990.0,"4 bds4 ba3,007 sqft- New construction",4.0,4.0,New Construction,Ivy Ridge
"Havelock A Plan, Ivy Ridge",849990.0,"3 bds3 ba1,961 sqft- New construction",3.0,3.0,New Construction,Ivy Ridge
"Wentworth A Plan, Ivy Ridge",1085990.0,"4 bds4 ba3,680 sqft- New construction",4.0,4.0,New Construction,Ivy Ridge
"231 Corbett Ave, Whitby, ON L1N 9Z7",1449000.0,"3 bds3 ba5,693 sqft- House for sale",3.0,3.0,House,Whitby
"Summerfield A Plan, Ivy Ridge",1074990.0,"4 bds4 ba3,610 sqft- New construction",4.0,4.0,New Construction,Ivy Ridge
"Saxon A Plan, Ivy Ridge",919990.0,"4 bds3 ba2,504 sqft- New construction",4.0,3.0,New Construction,Ivy Ridge
"George Holley St, Whitby On, ON L1P 1Y5",825000.0,4 bds3 ba- House for sale,4.0,3.0,House,Whitby On
"Laverick D Plan, Ivy Ridge",1044990.0,"4 bds4 ba3,007 sqft- New construction",4.0,4.0,New Construction,Ivy Ridge
"25 Worfolk Pl, Whitby, ON L1N 6Z2",999000.0,4 bds3 ba- House for sale,4.0,3.0,House,Whitby
"37 Micklefield Ave, Whitby, ON L1P 0C2",1388000.0,6 bds6 ba- House for sale,6.0,6.0,House,Whitby
"117 Bach Ave, Whitby, ON L1R 2P7",799000.0,4 bds3 ba- House for sale,4.0,3.0,House,Whitby
"190 Westfield Dr, Whitby, ON L1P 0G2",999000.0,4 bds3 ba- House for sale,4.0,3.0,House,Whitby
"1137 Cooke Blvd #208, Burlington, ON L7T 4A8",579000.0,2 bds1 ba- Townhouse for sale,2.0,1.0,Townhouse,Burlington
"1137 Cooke Blvd #139, Burlington, ON L7T 4A8",579000.0,2 bds1 ba- Townhouse for sale,2.0,1.0,Townhouse,Burlington
"3045 New St #39, Burlington, ON L7N 3V9",948800.0,2 bds3 ba- Condo for sale,2.0,3.0,Condo,Burlington
"3480 Upper Middle Rd #36, Burlington, ON L7M 4R9",679900.0,3 bds3 ba- Townhouse for sale,3.0,3.0,Townhouse,Burlington
"2134 New St #1, Burlington, ON L7R 1H8",1749000.0,"4 bds4 ba3,319 sqft- House for sale",4.0,4.0,House,Burlington
"2025 Maria St #1505, Burlington, ON L7R 0E9",1628000.0,"2 bds3 ba1,300 sqft- Condo for sale",2.0,3.0,Condo,Burlington
"2093 Fairview St #1206, Burlington, ON L7R 0E6",495000.0,1 bd1 ba556 sqft- Condo for sale,1.0,1.0,Condo,Burlington
"1283 Blanshard Dr #33, Burlington, ON L7M 4T8",769000.0,3 bds3 ba- Townhouse for sale,3.0,3.0,Townhouse,Burlington
"2991 Glover Ln, Burlington, ON L7M 0W2",749000.0,"3 bds3 ba1,618 sqft- Townhouse for sale",3.0,3.0,Townhouse,Burlington
"4823 Thomas Alton Blvd #22, Burlington, ON L7M 0V2",989888.0,"3 bds3 ba1,963 sqft- Townhouse for sale",3.0,3.0,Townhouse,Burlington
"3491 Spruce Ave, Burlington, ON L7N 1K4",1999000.0,"3 bds4 ba2,232 sqft- House for sale",3.0,4.0,House,Burlington
"3050 Rotary Way #12, Burlington, ON L7M 0G8",799000.0,3 bds3 ba- Townhouse for sale,3.0,3.0,Townhouse,Burlington
"3480 Upper Middle Rd #21, Burlington, ON L7M 4R9",649000.0,2 bds2 ba- Townhouse for sale,2.0,2.0,Townhouse,Burlington
"5070 Fairview St #304, Burlington, ON L7L 0B8",639900.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Burlington
"2037 Mountain Grove Ave, Burlington, ON L7P 2H8",949000.0,"3 bds2 ba2,362 sqft- House for sale",3.0,2.0,House,Burlington
"5258 Bromley Rd, Burlington, ON L7L 3G2",999000.0,4 bds2 ba- House for sale,4.0,2.0,House,Burlington
"2392 Lyford Ln, Burlington, ON L7P 3Y8",899900.0,3 bds2 ba- House for sale,3.0,2.0,House,Burlington
"5130 Bunton Cres, Burlington, ON L7L 6J4",1099000.0,"3 bds3 ba1,764 sqft- House for sale",3.0,3.0,House,Burlington
"3041 Glencrest Rd #36, Burlington, ON L7N 3K1",675900.0,3 bds2 ba- Townhouse for sale,3.0,2.0,Townhouse,Burlington
"121 Foxbar Rd, Burlington, ON L7L 2Z7",1099000.0,4 bds2 ba- House for sale,4.0,2.0,House,Burlington
"629 Garibaldi Cmn, Burlington, ON L7L 0E2",649900.0,3 bds2 ba- Townhouse for sale,3.0,2.0,Townhouse,Burlington
"358 Arden Cres, Burlington, ON L7L 2A8",1199000.0,3 bds2 ba- House for sale,3.0,2.0,House,Burlington
"2220 Middlesmoor Cres, Burlington, ON L7P 3X5",899000.0,"3 bds4 ba1,450 sqft- House for sale",3.0,4.0,House,Burlington
"2415 Kirstie Ct, Burlington, ON L7P 3Y9",779900.0,"3 bds4 ba2,000 sqft- House for sale",3.0,4.0,House,Burlington
"3218 Wentworth St, Burlington, ON L7M 2N4",1190000.0,6 bds4 ba- House for sale,6.0,4.0,House,Burlington
"5458 Stratton Rd, Burlington, ON L7L 2Z3",1588000.0,"5 bds3 ba2,032 sqft- House for sale",5.0,3.0,House,Burlington
"1035 Cedar Ave, Burlington, ON L7T 2R8",849900.0,"5 bds2 ba2,749 sqft- House for sale",5.0,2.0,House,Burlington
"4764 Doug Wright Dr, Burlington, ON L7M 0K5",1250000.0,3 bds4 ba- House for sale,3.0,4.0,House,Burlington
"568 Delphine Dr, Burlington, ON L7L 6X1",899000.0,"3 bds3 ba1,800 sqft- House for sale",3.0,3.0,House,Burlington
"4241 Sarazen Dr #35, Burlington, ON L7M 5B7",899000.0,"3 bds4 ba1,501 sqft- Townhouse for sale",3.0,4.0,Townhouse,Burlington
"4141 Galileo Cmn, Burlington, ON L7L 0G7",749900.0,"2 bds2 ba1,426 sqft- Townhouse for sale",2.0,2.0,Townhouse,Burlington
"5216 Garland Cres, Burlington, ON L7L 7K9",1099900.0,4 bds4 ba- House for sale,4.0,4.0,House,Burlington
"2532 Cavendish Dr, Burlington, ON L7P 4E4",1099900.0,4 bds3 ba- House for sale,4.0,3.0,House,Burlington
"2352 Ruth Dene Cres, Burlington, ON L7P 1V2",899000.0,4 bds2 ba- House for sale,4.0,2.0,House,Burlington
"5300 Dryden Ave, Burlington, ON L7L 6Z9",879900.0,"4 bds3 ba1,790 sqft- Townhouse for sale",4.0,3.0,Townhouse,Burlington
"783 Spring Gardens Rd, Burlington, ON L7T 1J6",699000.0,2 bds1 ba975 sqft- House for sale,2.0,1.0,House,Burlington
"1238 De Quincy Cres, Burlington, ON L7P 1E1",899000.0,"3 bds2 ba1,405 sqft- House for sale",3.0,2.0,House,Burlington
"3210 Hazelwood Ave, Burlington, ON L7M 2V4",1099000.0,"4 bds3 ba2,114 sqft- House for sale",4.0,3.0,House,Burlington
"2530 Northampton Blvd #91, Burlington, ON L7M 4B4",624900.0,2 bds1 ba- Townhouse for sale,2.0,1.0,Townhouse,Burlington
"400 Bryant Cres, Burlington, ON L7L 3Z6",1099900.0,"3 bds2 ba1,750 sqft- House for sale",3.0,2.0,House,Burlington
"2120 Agincourt Cres, Burlington, ON L7P 1P2",1549900.0,5 bds4 ba- House for sale,5.0,4.0,House,Burlington
"2080 Mckerlie Cres, Burlington, ON L7M 4E8",1799900.0,4 bds4 ba- House for sale,4.0,4.0,House,Burlington
"844 Glenwood Ave, Burlington, ON L7T 2J9",1349900.0,3 bds2 ba- House for sale,3.0,2.0,House,Burlington
"2342 Arnold Cres, Burlington, ON L7P 4G3",799900.0,"4 bds2 ba1,275 sqft- House for sale",4.0,2.0,House,Burlington
"3010 Palmer Dr #8, Burlington, ON L7M 1L2",649000.0,"4 bds2 ba2,000 sqft- Townhouse for sale",4.0,2.0,Townhouse,Burlington
"5346 Haldimand Cres, Burlington, ON L7L 7E4",995000.0,3 bds3 ba- Townhouse for sale,3.0,3.0,Townhouse,Burlington
"2234 Upper Middle Rd #2, Burlington, ON L7P 2Z9",599900.0,"3 bds2 ba1,215 sqft- Townhouse for sale",3.0,2.0,Townhouse,Burlington
"5142 Bunton Cres, Burlington, ON L7L 6J4",969000.0,3 bds3 ba- House for sale,3.0,3.0,House,Burlington
"505 Walnut Cres, Burlington, ON L7N 2V9",1049900.0,"4 bds2 ba2,086 sqft- House for sale",4.0,2.0,House,Burlington
"1297 Tyrrell Rd, Burlington, ON L7P 2S3",750000.0,"3 bds2 ba1,050 sqft- House for sale",3.0,2.0,House,Burlington
"1298 Consort Cres, Burlington, ON L7M 1J7",774900.0,"5 bds3 ba1,350 sqft- House for sale",5.0,3.0,House,Burlington
"2179 Clarendon Park Dr, Burlington, ON L7R 1W9",1250000.0,4 bds2 ba- House for sale,4.0,2.0,House,Burlington
"101 Masonry Ct #A515, Burlington, ON L7T 4A8",495000.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Burlington
"622 Hooks Cmn, Burlington, ON L7L 0C9",769900.0,4 bds2 ba- Townhouse for sale,4.0,2.0,Townhouse,Burlington
"3149 Lula Rd, Burlington, ON L7M 1A2",1295000.0,4 bds4 ba- House for sale,4.0,4.0,House,Burlington
"4178 Rawlins Cmn, Burlington, ON L7M 0B5",997800.0,4 bds3 ba- Townhouse for sale,4.0,3.0,Townhouse,Burlington
"2224 Casselman Ct, Burlington, ON L7L 6T7",999000.0,3 bds3 ba- House for sale,3.0,3.0,House,Burlington
"2330 Woodward Ave, Burlington, ON L7R 1T9",999000.0,3 bds2 ba- House for sale,3.0,2.0,House,Burlington
"1877 Four Seasons Dr, Burlington, ON L7P 3B1",1500000.0,4 bds4 ba- House for sale,4.0,4.0,House,Burlington
"1569 Riley Ave, Burlington, ON L7M 3G2",1155000.0,"4 bds3 ba2,250 sqft- House for sale",4.0,3.0,House,Burlington
"2458 Cavendish Dr, Burlington, ON L7P 3T8",889000.0,3 bds2 ba- House for sale,3.0,2.0,House,Burlington
"3030 Jenn Ave, Burlington, ON L7M 0C8",1199000.0,4 bds4 ba- House for sale,4.0,4.0,House,Burlington
"1411 Tyandaga Park Dr, Burlington, ON L7P 1N4",2600000.0,4 bds5 ba- House for sale,4.0,5.0,House,Burlington
"2594 Bluffs Way, Burlington, ON L7M 0T8",4799000.0,"5 bds6 ba11,245 sqft- House for sale",5.0,6.0,House,Burlington
"5165 Banting Ct #65, Burlington, ON L7L 2Z4",749000.0,4 bds2 ba- Townhouse for sale,4.0,2.0,Townhouse,Burlington
"5503 Blind Line, Burlington, ON L7P 0B1",4995000.0,"5 bds2 ba2,805 sqft- House for sale",5.0,2.0,House,Burlington
"1121 Cooke Blvd #226, Burlington, ON L7T 0C3",729000.0,"2 bds2 ba1,141 sqft- Townhouse for sale",2.0,2.0,Townhouse,Burlington
"399 Elizabeth St #704, Burlington, ON L7R 0A4",1025000.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Burlington
"1270 Maple Crossing Blvd #604, Burlington, ON L7S 2J3",529000.0,3 bds2 ba- Condo for sale,3.0,2.0,Condo,Burlington
"457 Plains Rd E #220, Burlington, ON L7T 0B8",469990.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Burlington
"101 Masonry Ct #B425, Burlington, ON L7T 4A8",399000.0,Studio1 ba- Condo for sale,,1.0,Condo,Burlington
"2261 Orchard Rd, Burlington, ON L7L 6Z9",1349900.0,4 bds4 ba- House for sale,4.0,4.0,House,Burlington
"5147 Lampman Ave, Burlington, ON L7L 6K1",789000.0,"3 bds2 ba1,207 sqft- House for sale",3.0,2.0,House,Burlington
"1080 Manorwood Dr, Burlington, ON L7T 2L8",999999.0,3 bds2 ba- House for sale,3.0,2.0,House,Burlington
"5336 Cedar Springs Rd, Burlington, ON L7P 0B9",1499900.0,2 bds4 ba- House for sale,2.0,4.0,House,Burlington
"4292 Chasewood Ct, Burlington, ON L7M 4P8",1699900.0,4 bds4 ba- House for sale,4.0,4.0,House,Burlington
"4652 Cornerstone Dr, Burlington, ON L7M 0C8",1299900.0,3 bds4 ba- House for sale,3.0,4.0,House,Burlington
"2144 Argon Ct, Burlington, ON L7R 4E6",1399900.0,4 bds4 ba- House for sale,4.0,4.0,House,Burlington
"759 Maple Ave, Burlington, ON L7S 2K1",999000.0,"3 bds2 ba1,350 sqft- House for sale",3.0,2.0,House,Burlington
"117 Foxbar Rd, Burlington, ON L7L 2Z7",1199900.0,4 bds3 ba- House for sale,4.0,3.0,House,Burlington
"4142 Galileo Cmn, Burlington, ON L7L 0G7",799000.0,"3 bds4 ba1,561 sqft- Townhouse for sale",3.0,4.0,Townhouse,Burlington
"1121 Cooke Blvd #62, Burlington, ON L7T 0C3",839000.0,3 bds3 ba- Condo for sale,3.0,3.0,Condo,Burlington
"5010 Corporate Dr #111, Burlington, ON L7L 0H6",489900.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Burlington
"217R Thomas Alton Blvd, Burlington, ON L7M 1A2",949900.0,3 bds3 ba- House for sale,3.0,3.0,House,Burlington
"3963 Lodi Rd, Burlington, ON L7M 0Z6",1149900.0,3 bds3 ba- House for sale,3.0,3.0,House,Burlington
"3211 Spruce Ave, Burlington, ON L7N 1J1",2795000.0,"3 bds3 ba3,960 sqft- House for sale",3.0,3.0,House,Burlington
"4197 Walkers Line, Burlington, ON L7M 0Y3",4495000.0,34 acres lot- Lot / Land for sale,,,Unknown,Burlington
"5506 Blind Line, Burlington, ON L7P 0B2",6999900.0,-- sqft lot- Lot / Land for sale,,,Unknown,Burlington
"1040 Brook View Ave, Burlington, ON L7T 1V6",699800.0,"5 bds4 ba3,749 sqft- House for sale",5.0,4.0,House,Burlington
"4295 Couples Cres, Burlington, ON L7M 4Y8",2150000.0,"4 bds3 ba2,860 sqft- House for sale",4.0,3.0,House,Burlington
"415 Locust St #309, Burlington, ON L7S 2J2",589900.0,1 bd1 ba708 sqft- Condo for sale,1.0,1.0,Condo,Burlington
"5439 Valleyhigh Dr, Burlington, ON L7L 6Z6",1599900.0,"4 bds4 ba3,877 sqft- House for sale",4.0,4.0,House,Burlington
"888 Park Ave W, Burlington, ON L7T 1N6",2698000.0,"4 bds3 ba3,109 sqft- House for sale",4.0,3.0,House,Burlington
"2265 Lakeshore Rd #3, Burlington, ON L7R 1B1",2690000.0,"4 bds5 ba4,400 sqft- New construction",4.0,5.0,New Construction,Burlington
"6006 Guelph Line, Burlington, ON L7P 0A8",1575000.0,"4 bds3 ba2,950 sqft- House for sale",4.0,3.0,House,Burlington
"6575 Twiss Rd, Burlington, ON L7P 0B3",3850000.0,"4 bds-- ba1,547 sqft- House for sale",4.0,,House,Burlington
"4758 Deforest Cres, Burlington, ON L7M 0K1",1299900.0,4 bds3 ba- House for sale,4.0,3.0,House,Burlington
"3358 Mikalda Rd, Burlington, ON L7M 0K9",899900.0,"3 bds3 ba1,437 sqft- Townhouse for sale",3.0,3.0,Townhouse,Burlington
"5250 Lakeshore Rd #202, Burlington, ON L7L 5L2",679000.0,"3 bds2 ba1,520 sqft- Condo for sale",3.0,2.0,Condo,Burlington
"2054 Waterbridge Dr, Burlington, ON L7M 3W2",2049000.0,"4 bds5 ba4,600 sqft- House for sale",4.0,5.0,House,Burlington
"2290 Kilbride St, Burlington, ON L7P 0J4",4498800.0,"5 bds5 ba5,035 sqft- House for sale",5.0,5.0,House,Burlington
"6505 Appleby Line, Burlington, ON L7M 0P8",3842000.0,4 bds5 ba- House for sale,4.0,5.0,House,Burlington
"101 Masonry Ct #B427, Burlington, ON L7T 4A8",615000.0,1 bd1 ba719 sqft- Condo for sale,1.0,1.0,Condo,Burlington
"5228 Walkers Line, Burlington, ON L7M 0R1",6195000.0,"4 bds5 ba7,426 sqft- House for sale",4.0,5.0,House,Burlington
"855 Cumberland Ave, Burlington, ON L7N 3J7",2000000.0,0.74 acres lot- Lot / Land for sale,,,Unknown,Burlington
"2083 Chrisdon Rd, Burlington, ON L7M 3W9",799900.0,2 bds3 ba- House for sale,2.0,3.0,House,Burlington
"1276 Maple Crossing Blvd #311, Burlington, ON L7S 2J9",595900.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Burlington
"5010 Corporate Dr #334, Burlington, ON L7L 0H6",549999.0,2 bds2 ba785 sqft- Condo for sale,2.0,2.0,Condo,Burlington
"1131 Cooke Blvd, Burlington, ON L7T 0C3",699990.0,3 bds3 ba- Condo for sale,3.0,3.0,Condo,Burlington
"1131 Cooke Blvd #17, Burlington, ON L7T 0C3",699990.0,3 bds3 ba- Townhouse for sale,3.0,3.0,Townhouse,Burlington
"3965 Thomas Alton Blvd, Burlington, ON L7M 2A4",974900.0,3 bds3 ba- House for sale,3.0,3.0,House,Burlington
"291 Camelot Dr, Burlington, ON L7L 2E9",1179000.0,3 bds2 ba- House for sale,3.0,2.0,House,Burlington
"3206 Sorrento Cres, Burlington, ON L7M 0N4",1699999.0,4 bds5 ba- House for sale,4.0,5.0,House,Burlington
"2566 Harvestmoon Ln, Burlington, ON L7P 0N5",2985000.0,-- sqft lot- Lot / Land for sale,,,Unknown,Burlington
"1347 Lakeshore Rd #39, Burlington, ON L7S 1B1",359900.0,2 bds1 ba- Condo for sale,2.0,1.0,Condo,Burlington
"101 Masonry Ct #B225, Burlington, ON L7T 4A8",389000.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Burlington
"538 Dynes Rd, Burlington, ON L7N 2V2",1279999.0,3 bds2 ba- House for sale,3.0,2.0,House,Burlington
"1121 Cooke Blvd #92, Burlington, ON L7T 0C3",799900.0,2 bds3 ba- Condo for sale,2.0,3.0,Condo,Burlington
"101 Masonry Ct #A207, Burlington, ON L7T 4A8",459999.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Burlington
"1263 Aldridge Cres, Burlington, ON L7M 1C5",899000.0,3 bds2 ba- House for sale,3.0,2.0,House,Burlington
"6303 Mcniven Rd, Burlington, ON L7P 0K1",3989000.0,"6 bds5 ba5,605 sqft- House for sale",6.0,5.0,House,Burlington
"2425 Barclay Rd, Burlington, ON L7R 2B7",799999.0,3 bds2 ba- House for sale,3.0,2.0,House,Burlington
"101 Masonry Ct #40, Burlington, ON L7T 4A8",699900.0,"2 bds3 ba1,621 sqft- New construction",2.0,3.0,New Construction,Burlington
"800 Lasalle Park Rd, Burlington, ON L7T 4G9",6500000.0,-- sqft lot- Lot / Land for sale,,,Unknown,Burlington
"159 Oaklands Park Ct, Burlington, ON L7T 4G9",2499000.0,4 bds6 ba- House for sale,4.0,6.0,House,Burlington
